fen,moves,rating,themes
6k1/R5p1/2P2r2/8/3N4/P2Q4/1P4PP/7K w - - 1 35,d3g3 f6f1,399,backRankMate endgame mate mateIn1 oneMove
8/5k2/2R3P1/1p1nB3/p6p/1r2b3/6K1/8 b - - 0 48,f7g8 c6c8,399,endgame mate mateIn1 oneMove
5rk1/5pp1/pp2p2p/3q4/6Q1/6RP/1P3PPK/8 b - - 7 34,d5d6 g4g7,399,endgame mate mateIn1 oneMove
3R4/4r3/8/ppR3p1/kb4Q1/5P1p/2P2P1P/5K2 w - - 3 39,c5d5 e7e1,399,endgame mate mateIn1 oneMove
1k6/p1p5/Pp1p4/1P3p2/2B1P1qp/2PP4/5PR1/5K2 b - - 1 34,g4f3 g2g8,399,endgame mate mateIn1 oneMove
8/k6p/P2p4/1r1Ppp2/8/8/6PP/5R1K w - - 0 39,f1f5 b5b1 f5f1 b1f1,399,backRankMate endgame mate mateIn2 rookEndgame short
R4nk1/3q2pp/8/4p3/8/4PQPP/2r1N2K/8 b - - 4 46,d7d2 a8f8,399,endgame mate mateIn1 oneMove
2r2k1r/4bp2/Q4p2/4p3/1p5P/8/PP2N1B1/K5q1 w - - 0 27,e2g1 c8c1,399,backRankMate endgame mate mateIn1 oneMove
6k1/Q4p1p/2p1q1p1/3p4/P4P2/1B4Pb/1PP4P/R3r1K1 w - - 1 24,a1e1 e6e1,399,endgame mate mateIn1 oneMove
2R3k1/5ppp/p2rb3/8/3p4/Pp1P4/1P3PPP/4R1K1 b - - 1 29,e6c8 e1e8,399,backRankMate endgame mate mateIn1 oneMove
8/2r2pkp/6p1/5p2/P7/1P1R4/5PPP/6K1 w - - 3 34,b3b4 c7c1 d3d1 c1d1,399,backRankMate endgame mate mateIn2 rookEndgame short
7k/r6p/p4RpK/1p6/2p3P1/P6P/8/8 b - - 3 45,a6a5 f6f8,399,endgame master mate mateIn1 oneMove rookEndgame
b5k1/5ppp/3p1r2/p1R5/8/1P4P1/P6P/3R2K1 b - - 0 28,d6c5 d1d8,399,backRankMate endgame mate mateIn1 oneMove
3r4/2pRn1k1/2n1Bp2/1p2pPpp/1P6/2B5/2P2PPP/6K1 w - - 6 22,d7c7 d8d1 c3e1 d1e1,399,backRankMate endgame mate mateIn2 short
8/8/4k1p1/7p/p2Br1nP/2P5/6P1/R5K1 w - - 2 41,a1a4 e4e1,399,endgame master mate mateIn1 oneMove
6k1/6pp/2r1pp2/3p4/Pp1P4/8/5PPP/1R4K1 w - - 0 27,b1b4 c6c1,399,backRankMate endgame mate mateIn1 oneMove rookEndgame
4r1k1/3b1ppp/p1p5/2Pp4/5B2/8/P1P2PPP/1R4K1 w - - 0 21,b1b6 e8e1,399,backRankMate endgame mate mateIn1 oneMove
r2qnR1k/pp4bp/3p4/1n1P2p1/3P4/P4QNP/BP1B2PK/8 b - - 2 24,g7f8 f3f8,399,kingsideAttack mate mateIn1 middlegame oneMove
1r4k1/5ppp/1R6/3Pp3/4P3/3b1P1P/6P1/R6K b - - 0 33,b8b6 a1a8 b6b8 a8b8,399,backRankMate endgame mate mateIn2 short
3r3k/pp2b1pp/8/4pp2/1P6/P1B1P3/2q2PPP/2R3K1 w - - 0 29,c1c2 d8d1 c3e1 d1e1,399,backRankMate endgame mate mateIn2 short
4r2k/p1p1r1pp/5b2/3P4/6Q1/5BB1/PP3PPP/R5K1 w - - 1 28,a1c1 e7e1 c1e1 e8e1,399,backRankMate mate mateIn2 middlegame short
r2q1rk1/2pbbppp/2n1p3/p2nP1B1/1p1P4/3Q1N2/PPB1NPPP/R3R1K1 b - - 2 15,e7g5 d3h7,399,kingsideAttack mate mateIn1 middlegame oneMove
5k1r/5P1P/1p2K3/p1p5/3p4/P7/8/6R1 b - - 4 49,h8h7 g1g8,399,endgame mate mateIn1 oneMove rookEndgame
2kr4/pppr3p/8/4pP2/8/2N2P1P/PPP3Q1/2K5 w - - 1 24,c3e4 d7d1,399,endgame mate mateIn1 oneMove
5rk1/1r1n4/1p6/1RpPpN2/P1P5/2P1B2p/1R4pP/6K1 w - - 1 38,f5d6 f8f1,399,master mate mateIn1 middlegame oneMove
2r1kb1r/p1qnnppp/1p1p4/8/QP1NPB2/P7/5PPP/RN3RK1 w k - 4 14,f1c1 c7c1 f4c1 c8c1 a4d1 c1d1,399,backRankMate long mate mateIn3 opening
8/1Q3p1k/2P3pp/p4q2/P7/5pP1/1P3P1P/6K1 w - - 2 35,c6c7 f5b1,399,endgame mate mateIn1 oneMove queenEndgame
2kr3r/ppp2ppp/2n5/2b1P2Q/3q4/1PNP4/1PP3PP/R1B2R1K w - - 5 16,f1f7 d4g1,399,mate mateIn1 middlegame oneMove
2knr3/1bpp2pp/1p1b1p2/3P4/5P2/1BP5/PP2N1PP/RN5K w - - 0 23,e2d4 e8e1,399,backRankMate mate mateIn1 middlegame oneMove
4r1k1/1pp2ppp/1b1p2r1/p7/2P1qP2/PPQ1P1P1/1B2RK1P/4R3 b - - 5 26,g6h6 c3g7,399,kingsideAttack master mate mateIn1 middlegame oneMove
6k1/5ppp/p7/6n1/3p3q/5PN1/7P/4Q2K b - - 0 47,g5f3 e1e8,399,endgame mate mateIn1 oneMove
6QK/8/5q1k/8/8/8/8/8 w - - 1 67,g8g7 f6g7,399,endgame mate mateIn1 oneMove queenEndgame
3r1Q1k/6pp/pq1p4/3P4/4r3/2P4P/1P4PK/1R3R2 b - - 1 28,d8f8 f1f8,399,backRankMate endgame mate mateIn1 oneMove queenRookEndgame
6k1/5ppp/p7/4p1P1/2P1PPBP/P1pR4/1rPb4/K7 b - - 0 29,b2c2 d3d8,399,backRankMate endgame mate mateIn1 oneMove
r1bk4/p2n2p1/2p1B2p/2b5/8/2NR4/PP3rPP/R1B3K1 w - - 0 19,g1h1 f2f1,399,backRankMate mate mateIn1 middlegame oneMove
8/3R3p/4pppk/8/8/8/r1P2PPP/6K1 w - - 1 37,d7d2 a2a1 d2d1 a1d1,399,backRankMate endgame mate mateIn2 rookEndgame short
8/5pkp/6pB/4b3/7Q/7P/2q1rPP1/3R2K1 b - - 9 33,g7g8 h4d8,399,endgame master mate mateIn1 oneMove
1r4k1/5ppp/q7/8/pr6/3R3P/1P3PP1/3R2K1 b - - 0 32,b4b2 d3d8 b8d8 d1d8,399,backRankMate endgame mate mateIn2 queenRookEndgame short
r3kb1r/ppq1npp1/2n1p1p1/1B1p4/3P4/2N1B3/PPP2PPP/R2Q1RK1 w kq - 0 11,d1f3 c7h2,399,kingsideAttack mate mateIn1 middlegame oneMove
r2r2k1/1pq1nppp/pn2p3/2P5/1P2PP2/P1Q2R2/1B2N1P1/R6K b - - 2 20,b6a4 c3g7,399,kingsideAttack mate mateIn1 middlegame oneMove
rn3rRk/p1p1q2p/5p2/1p6/3P4/1B4Q1/PPP3PP/R5K1 b - - 2 19,f8g8 g3g8,399,kingsideAttack mate mateIn1 middlegame oneMove
5rk1/5rpp/2Q1p1p1/1p6/1P6/P3q3/5PPP/5RK1 w - - 0 35,f2e3 f7f1,399,endgame mate mateIn1 oneMove queenRookEndgame
8/2r2kp1/7p/3r4/8/8/PP3PPP/3R2K1 w - - 0 30,d1d5 c7c1 d5d1 c1d1,399,backRankMate endgame mate mateIn2 rookEndgame short
2kr3r/1p1b1ppp/p1nPp3/q2p4/1b1P1P2/1Q3N2/P3BBPP/1R3RK1 b - - 0 18,b4d6 b3b7,399,mate mateIn1 middlegame oneMove queensideAttack
8/3n1pk1/2p3p1/4p3/1rP1P2p/1P2R2P/RP1rNPP1/6K1 w - - 3 32,g1f1 d2d1,399,backRankMate endgame mate mateIn1 oneMove
r1b2rBk/ppp2pp1/2n5/q5N1/3p4/2P1P3/P1Q2PPP/R4RK1 b - - 1 15,a5g5 c2h7,399,mate mateIn1 middlegame oneMove
8/3rkpp1/4n2p/P7/1Rp1b2P/R7/5P1P/6K1 w - - 0 44,b4c4 d7d1,399,endgame master mate mateIn1 oneMove
r2q1r2/p1p3pk/6p1/2nQP3/5p1b/2P4R/PP4PP/RNB3K1 w - - 3 18,d5c5 d8d1,399,mate mateIn1 middlegame oneMove
5rk1/pp2R2p/2bpN1p1/3n4/5RP1/7K/P4P1P/1r6 b - - 9 28,d5e7 f4f8,399,endgame mate mateIn1 oneMove
r3R2k/p2Q1pp1/2p4p/1p1n4/3q4/P1p5/2Bn1PPP/2B3K1 b - - 1 31,a8e8 d7e8,399,kingsideAttack mate mateIn1 middlegame oneMove
8/p1R4p/1p2p3/8/5P2/3BkN2/rPP4r/2K5 w - - 2 36,f3h2 a2a1,399,endgame master mate mateIn1 oneMove
rn2Q1kr/pppb1ppp/1b1p3n/8/2PP4/2N2NP1/PP3PBP/R3R1K1 b - - 7 14,d7e8 e1e8,399,backRankMate mate mateIn1 middlegame oneMove
r3r3/pp2qkpp/2p2n2/3P4/1BP3PP/N4P2/PP2b3/R2Q1KR1 w - - 0 17,d1e2 e7e2,399,master mate mateIn1 middlegame oneMove
4BQ1k/1pp1r1pp/1q4n1/pP2p3/2P5/P2PP2P/R5P1/5RK1 b - - 2 25,g6f8 f1f8,399,backRankMate endgame mate mateIn1 oneMove
5r2/pp1k4/4p3/3pPr1p/1P5Q/2P1q3/P2R1PPP/6K1 w - - 4 28,f2e3 f5f1,399,endgame mate mateIn1 oneMove queenRookEndgame
6k1/4Qppp/1rn5/4p3/2P5/5P1P/PP4P1/3R2K1 b - - 0 24,c6e7 d1d8,399,backRankMate endgame mate mateIn1 oneMove
r2q1rk1/1b3ppp/pn1p1b2/3PP3/Ppn5/2NQ1P2/2B1N1PP/R1B2RK1 b - - 0 20,c4e5 d3h7,399,kingsideAttack mate mateIn1 middlegame oneMove
2r4k/5Bp1/b6p/8/8/4pP2/6PP/R5K1 w - - 0 33,a1a6 c8c1,399,endgame mate mateIn1 oneMove
2r2rk1/1b1p1ppp/pqn1p3/1p1nP3/4QP2/P1P2N2/3B2PP/RB3R1K b - - 7 17,c6e7 e4h7,399,kingsideAttack mate mateIn1 middlegame oneMove
6k1/2p2ppp/p1P5/1p6/1P6/4RP1P/P3pKP1/3r4 b - - 2 30,d1b1 e3e8,399,backRankMate endgame mate mateIn1 oneMove rookEndgame
r4r1k/p4pp1/3qb2p/2p5/2P1pP2/1P1p2Q1/PB4PP/R4RK1 b - - 0 21,f7f5 g3g7,399,kingsideAttack mate mateIn1 middlegame oneMove
r4rk1/p1b2ppp/2pq1p2/3p4/1P1N4/2PQP2P/P4PP1/R4RK1 w - - 2 17,d4f5 d6h2,399,mate mateIn1 middlegame oneMove
r2q1rk1/pp4pp/3p4/2p2bP1/2P1NP2/PPQ1P1n1/1B1P4/R3K3 b Q - 2 18,g3e4 c3g7,399,kingsideAttack mate mateIn1 middlegame oneMove
r4rk1/2b2p1p/p1pq1p2/3p4/8/1NP2Q2/PP3PPP/4RRK1 w - - 6 18,h2h3 d6h2,399,mate mateIn1 middlegame oneMove
r2q3r/ppp2k2/4Rn1p/4bQp1/3P4/2P5/P4PPP/R1B3K1 w - - 0 16,d4e5 d8d1,399,backRankMate mate mateIn1 middlegame oneMove
r5k1/5pp1/4p2p/8/1pR5/1PbB3P/P4PP1/6K1 b - - 7 28,a8a2 c4c8,399,endgame mate mateIn1 oneMove
6k1/pp3p2/2p2Pp1/8/3Pp2R/6P1/PPr4P/5K2 b - - 1 27,g8f8 h4h8,399,endgame mate mateIn1 oneMove rookEndgame
r2Q1k1r/ppp1nppp/4p3/8/4N3/8/PqP2PPP/3RK1NR b K - 2 12,a8d8 d1d8,399,backRankMate mate mateIn1 middlegame oneMove
3k4/3P4/3KP3/3n4/1B6/pP3b2/P7/8 b - - 0 47,d5b4 e6e7,399,advancedPawn endgame mate mateIn1 oneMove
r1b2r1k/pp2bp1p/1qn1p2p/3pP3/3P4/3Q1N1P/PPB2PP1/RN2R1K1 b - - 3 14,f8g8 d3h7,399,kingsideAttack mate mateIn1 oneMove opening
5r2/6k1/1R4p1/p1p1P2p/P1Pp1K1P/3P4/1P6/8 w - - 1 38,f4g5 f8f5,399,endgame master mate mateIn1 oneMove rookEndgame
rnb1k2r/pppp1ppp/3q4/3N4/1bP3n1/3BP3/PP2NPPP/R1BQ1RK1 w kq - 7 9,e3e4 d6h2,399,kingsideAttack mate mateIn1 oneMove opening
5rk1/5pp1/5r1p/P1R5/1P6/8/3Q2PP/R4q1K w - - 1 36,a1f1 f6f1,399,backRankMate endgame mate mateIn1 oneMove queenRookEndgame
r2q1rk1/pb2bpp1/1p2p2p/2pnP3/3P3B/2PQ1N2/P1B2PPP/R3R1K1 b - - 2 17,e7h4 d3h7,399,mate mateIn1 middlegame oneMove
3rR1k1/ppp3pp/8/3q4/8/n1P4P/P1P3P1/R3Q1K1 b - - 1 21,d8e8 e1e8,399,endgame mate mateIn1 oneMove
5r2/1p2qpkp/p1bp1pp1/8/5Q2/2N5/PP1R1PPP/3Rr1K1 w - - 8 22,d1e1 e7e1,399,kingsideAttack mate mateIn1 middlegame oneMove
3Q1Rqk/pp5p/1np5/3pP3/3P4/2P4P/PP4P1/6K1 b - - 7 29,g8f8 d8f8,399,endgame hangingPiece master mate mateIn1 oneMove
5r2/8/P5k1/1P5R/3N2p1/4n1P1/7P/6K1 w - - 7 43,h5e5 f8f1,399,endgame mate mateIn1 oneMove
6rk/6q1/3R2Qp/8/P1pp4/1P6/6PP/6K1 w - - 0 46,g6h5 g7g2,399,endgame master mate mateIn1 oneMove
5rk1/1p2P1p1/p7/2p5/BnPb4/7Q/PP4PP/6K1 w - - 1 32,g1h1 f8f1,399,backRankMate endgame master mate mateIn1 oneMove
2r2Q1k/3b2p1/p3p2p/1p1pq3/1P6/P2Bb1P1/4N1PP/5R1K b - - 2 23,c8f8 f1f8,399,kingsideAttack mate mateIn1 middlegame oneMove
8/6p1/7p/R6P/1P6/2r2k2/8/5K2 w - - 1 46,b4b5 c3c1,399,endgame mate mateIn1 oneMove rookEndgame
r2qk2r/pp2nppp/3pb3/3Pp3/2P3P1/3BPQ2/PP5P/R4RK1 b kq - 0 14,e6d7 f3f7,399,attackingF2F7 mate mateIn1 middlegame oneMove
4r3/p4p1k/1p1P3p/6p1/2P5/1P1R4/P3rPPP/R5K1 w - - 1 29,d6d7 e2e1 a1e1 e8e1,399,backRankMate endgame mate mateIn2 rookEndgame short
8/6k1/3q4/8/R1B5/1P6/4RpP1/5K2 w - - 0 52,e2f2 d6d1,399,endgame master mate mateIn1 oneMove
N1br2k1/pp3ppp/2n5/8/Q7/4bN2/PPP3PP/RK1q3R w - - 3 18,h1d1 d8d1,399,backRankMate mate mateIn1 middlegame oneMove
r3k2r/ppb2ppp/2nqpn2/1B1p4/3P4/2N2P1P/PPPQ1P2/R1B3RK w kq - 5 13,d2g5 d6h2,399,mate mateIn1 middlegame oneMove
6k1/1p3ppp/p7/4R3/8/r7/3K4/8 b - - 0 37,b7b5 e5e8,399,backRankMate endgame mate mateIn1 oneMove rookEndgame
rnb2rk1/pppp2pp/5q2/4p3/2P5/3P2P1/PP3P1P/R2QKBNR w KQ - 0 10,f1g2 f6f2,399,attackingF2F7 mate mateIn1 middlegame oneMove
5r1k/5q1p/p1bp4/1pp3p1/2P5/PP2P1P1/2RQN2P/4KrR1 w - - 2 28,g1f1 f7f1,399,mate mateIn1 middlegame oneMove
8/4k3/2R1P1N1/1p1p1np1/8/2P4P/2r5/7K b - - 1 43,e7e8 c6c8,399,endgame mate mateIn1 oneMove
4r1k1/1R4p1/p1p4p/8/2pP4/6BP/P1Pb1PP1/5K2 w - - 2 29,b7b6 e8e1,399,endgame mate mateIn1 oneMove
6rk/1pp3qp/3p4/2nP4/p1P4R/P1N1Pb2/1PB2Q1P/7K w - - 7 32,f2f3 g7g1,399,master mate mateIn1 middlegame oneMove
8/p5qk/b2Q1rpp/2p1N3/8/2P5/PPB3PP/6K1 w - - 2 36,d6c5 f6f1,399,endgame master mate mateIn1 oneMove
5r1k/6pp/8/1pn2Q2/2p5/5P2/P5PP/4R1K1 b - - 0 35,f8f5 e1e8 f5f8 e8f8,399,backRankMate endgame mate mateIn2 short
8/p1r1k3/R3PR1p/8/6P1/7r/PP6/K7 w - - 1 44,f6g6 c7c1,399,backRankMate endgame mate mateIn1 oneMove rookEndgame
2r2rk1/p2q2pp/1p2R3/1P1p4/3Q4/6P1/PB3P1P/6K1 b - - 0 26,d7e6 d4g7,399,endgame mate mateIn1 oneMove
r4rk1/2p1qpp1/pp3b1p/3n1R2/3P2Q1/N1P5/PPB3PP/R1B3K1 w - - 1 18,f5d5 e7e1,399,mate mateIn1 middlegame oneMove
r1b1r1k1/pp3ppp/2p5/4N3/8/1P6/P1P2PPP/2KR1B1R b - - 2 14,e8e5 d1d8 e5e8 d8e8,399,backRankMate endgame mate mateIn2 short
3r3k/6pp/1p3n2/p1p5/2B3P1/2Q5/PP5P/K2qR3 w - - 1 35,e1d1 d8d1 c3c1 d1c1,399,backRankMate endgame mate mateIn2 short
2r1R1k1/6rp/1P6/1Q1P4/P2b3P/6p1/5PK1/8 b - - 1 40,c8e8 b5e8,399,endgame master mate mateIn1 oneMove
r3r3/pp4k1/2p2nP1/3p3p/3Q3P/2NB1P2/PPP3q1/1K4R1 w - - 0 26,g1g2 e8e1 c3d1 e1d1,399,backRankMate mate mateIn2 middlegame short
1r1R2k1/p4ppp/8/4p3/P7/4q3/1rP2PPP/3R1BK1 b - - 1 28,b8d8 d1d8,399,backRankMate endgame mate mateIn1 oneMove
6k1/p2nrppp/2pR4/2P5/1P6/P6P/6P1/5N1K b - - 3 28,d7e5 d6d8 e7e8 d8e8,399,backRankMate endgame mate mateIn2 short
1r1Q2k1/5ppp/p7/3R4/8/6BP/q4PK1/8 b - - 4 33,b8d8 d5d8,399,backRankMate endgame mate mateIn1 oneMove
r1b1k2r/pp2ppbp/6p1/1B6/3n4/4BP2/qPPQ2PP/2KR3R b kq - 1 12,d4b5 d2d8,399,mate mateIn1 middlegame oneMove
r2qr1k1/ppp2pp1/3b2p1/3P4/1n1Qp1P1/1P5P/PB2PPB1/R4RK1 b - - 2 16,d8e7 d4g7,399,kingsideAttack mate mateIn1 middlegame oneMove
3rR1k1/1b3ppp/1b4q1/pQ6/P2N4/2n3N1/5PPP/1R4K1 b - - 1 27,d8e8 b5e8,399,mate mateIn1 middlegame oneMove
4rrk1/2p3bp/p1b1ppp1/1p1q4/3P1P2/P1P1QN2/1P3BPP/3RR1K1 w - - 6 24,f3d2 d5g2,399,kingsideAttack mate mateIn1 middlegame oneMove
3rQ2k/p1p3pp/2p5/2P5/3r3q/6N1/PP2RPP1/R5K1 b - - 2 23,d8e8 e2e8,399,backRankMate endgame mate mateIn1 oneMove
2r3k1/5ppp/Q3p3/1N2Pn2/3p4/7P/1qrN1P2/4RK2 b - - 3 27,c2d2 a6c8,399,backRankMate hangingPiece mate mateIn1 middlegame oneMove
5r1k/pp4pp/2p5/3p1Q2/1P1P4/P3R2P/6P1/6K1 b - - 0 35,f8f5 e3e8 f5f8 e8f8,399,backRankMate endgame mate mateIn2 rookEndgame short
3rk2r/p1p1b1pp/2p5/8/4q3/8/PPP2PPP/R1B1R1K1 w k - 0 17,e1e4 d8d1 e4e1 d1e1,399,backRankMate endgame mate mateIn2 short
4rr1k/3R2pp/p7/1pp3Q1/8/8/P4PPP/3Rq1K1 w - - 13 28,d1e1 e8e1,399,endgame mate mateIn1 oneMove queenRookEndgame
4r2k/pp2P1p1/2p4p/4b3/6K1/P2B4/1PP3PP/5R2 b - - 0 30,e8e7 f1f8,399,endgame mate mateIn1 oneMove
1k1r3r/ppp5/8/P1R4p/qP2Q1p1/8/5PPP/R5K1 w - - 3 28,a1a4 d8d1 e4e1 d1e1,399,backRankMate endgame mate mateIn2 queenRookEndgame short
r4Q1k/6pp/3P4/2p5/8/4P1N1/pq4PP/5RK1 b - - 1 34,a8f8 f1f8,399,backRankMate endgame mate mateIn1 oneMove
q2Q1k1r/4ppbp/p5p1/4p3/8/2N1n3/PPP2PPP/3R1RK1 b - - 2 16,a8d8 d1d8,399,backRankMate mate mateIn1 middlegame oneMove
r2q1rk1/1p1b1ppp/1p1p4/2p1n3/4PP2/1PQ3P1/PBP3BP/R4RK1 b - - 0 15,e5c6 c3g7,399,kingsideAttack master mate mateIn1 middlegame oneMove
2k2bnr/ppp2pp1/1q4b1/4p2p/4N1PP/3R1P1B/PPP1N3/4K2R b K - 1 20,c8b8 d3d8,399,backRankMate mate mateIn1 middlegame oneMove
1r6/4kpp1/p3p2p/2P1P3/2pP4/8/5PPP/2R3K1 w - - 0 29,c1c4 b8b1 c4c1 b1c1,399,backRankMate endgame mate mateIn2 rookEndgame short
r1b3k1/ppp2rpp/8/3pP3/8/2Q5/P5PP/R1B1Rq1K w - - 2 18,e1f1 f7f1,399,backRankMate mate mateIn1 middlegame oneMove
2kr3r/pp3Qp1/2p1p3/4P3/4P2p/1P6/PB3PPP/2Rq2K1 w - - 1 21,c1d1 d8d1,399,backRankMate endgame mate mateIn1 oneMove
6k1/5ppp/4p1b1/8/P7/7P/1r3PP1/2R3K1 b - - 1 32,b2a2 c1c8,399,backRankMate endgame master mate mateIn1 oneMove
3r1rk1/3p1ppp/p7/1p2P1N1/4QP2/P7/1P3qPP/R6K b - - 4 22,h7h6 e4h7,399,endgame mate mateIn1 oneMove
1b1r3k/5pp1/2p1b2p/7P/4Q3/4B3/P1B2PP1/1q4K1 w - - 0 39,c2b1 d8d1,399,endgame master mate mateIn1 oneMove
rn2kb1r/pbp1pp1p/Bpq2np1/8/8/2N2N2/PPPP1PPP/R1BQR1K1 w kq - 2 9,f3e5 c6g2,399,kingsideAttack mate mateIn1 oneMove opening
3r2k1/2Q2pp1/1pR4p/4p3/8/8/p5PP/2Rq3K w - - 1 35,c1d1 d8d1,399,backRankMate endgame mate mateIn1 oneMove queenRookEndgame
r2q1rk1/1bp1bppp/p3p3/1p2P3/2nP1P2/P1NQ2PP/1PB1N3/R4RK1 b - - 4 17,d8b8 d3h7,399,kingsideAttack mate mateIn1 middlegame oneMove
r1b2k1r/1p2nppp/p3p3/qB2Pn2/1B3P2/2N5/PP4PP/R2Q1RK1 b - - 1 18,a5b4 d1d8,399,mate mateIn1 middlegame oneMove
r4rk1/2N1p1b1/p5Qp/1p6/8/8/P5PP/3R1q1K w - - 2 26,d1f1 f8f1,399,backRankMate endgame mate mateIn1 oneMove
r4rk1/ppp2ppp/6n1/3pP3/3Pq2P/P4N2/1PP3Q1/1K1R2R1 b - - 4 19,g6f4 g2g7,399,kingsideAttack master mate mateIn1 middlegame oneMove
3r2k1/6bp/p1p1p1p1/2B2p2/1P5P/4PpP1/1PR2P2/1R1r1K2 w - - 2 26,b1d1 d8d1,399,endgame mate mateIn1 oneMove
3q4/5kpp/P4p2/5P2/8/Q7/6PP/2Rq3K w - - 0 42,c1d1 d8d1,399,backRankMate endgame mate mateIn1 oneMove
r5k1/pp1b4/5rpp/8/1n2Q3/6R1/PP4PP/1B1R1q1K w - - 2 27,d1f1 f6f1,399,backRankMate mate mateIn1 middlegame oneMove
4rrk1/2ppNp1p/pb5p/1p2P1q1/4Q3/7P/PPB2PP1/R3R1K1 b - - 5 25,e8e7 e4h7,399,kingsideAttack mate mateIn1 middlegame oneMove
1k5r/pp1R2p1/3p4/3N4/2P3r1/1P6/P7/2K5 b - - 5 35,h8h2 d7d8,399,endgame mate mateIn1 oneMove
7k/4R2P/6K1/8/8/4pr2/5n2/8 b - - 9 63,f3h3 e7e8,399,endgame master mate mateIn1 oneMove
3r1Q1k/ppp3pp/8/4q3/1b6/1P4P1/P4RKP/5R2 b - - 4 25,b4f8 f2f8 d8f8 f1f8,430,backRankMate endgame mate mateIn2 short
r4rk1/ppbn1pp1/2pq3p/3p4/1P1P4/2P2Q1P/P1BN1PP1/R4RK1 w - - 1 19,a1e1 d6h2,439,mate mateIn1 middlegame oneMove
3Q3k/4b1p1/3p2Bp/1ppPp2P/7q/1P3R2/P4PP1/6K1 b - - 0 39,e7d8 f3f8,449,endgame mate mateIn1 oneMove
2b3k1/p4ppp/n2q4/Qp6/1P1pP3/P2P1PP1/4B2P/6K1 b - - 0 27,d6c6 a5d8 c6e8 d8e8,443,endgame kingsideAttack mate mateIn2 short
6k1/p4p1p/1pq1p1p1/n2pP3/PQ6/BP2P1P1/5PP1/6K1 b - - 2 28,a5b7 b4f8,400,endgame mate mateIn1 oneMove
r4r1k/p3p2p/3pQ3/2p1b1pR/2P1P3/4P2P/6P1/2R2q1K w - - 4 28,c1f1 f8f1,448,endgame mate mateIn1 oneMove
7k/6pp/5r2/1p2R2P/7K/2p2p2/2P1bP2/8 b - - 0 43,b5b4 e5e8 f6f8 e8f8,413,backRankMate endgame mate mateIn2 short
rn3rk1/pp2qpp1/2p4p/3p4/3P2b1/2NQPP2/PPB2P1P/R4RK1 b - - 0 14,g4f3 d3h7,400,mate mateIn1 middlegame oneMove
4r1k1/5ppp/3R4/3p4/2p5/3PQ2P/2P3P1/6K1 b - - 0 26,e8e3 d6d8 e3e8 d8e8,403,backRankMate endgame mate mateIn2 rookEndgame short
4r3/8/R7/P2p1pp1/3P4/2P2k2/1P3P1P/6K1 w - - 2 31,a6f6 e8e1,400,endgame mate mateIn1 oneMove rookEndgame
6rk/pp1r1p2/2p1pP1Q/q4n2/P2P4/7R/1P3PPP/3R2K1 b - - 0 29,f5h6 h3h6,401,endgame kingsideAttack mate mateIn1 oneMove
Q6k/6pp/8/3b4/8/K1P3P1/PP1q3P/5R2 b - - 0 32,d5a8 f1f8,430,backRankMate endgame mate mateIn1 oneMove
2r5/p3pk1p/5bp1/3q1b2/8/6Q1/PP3PPP/3R2K1 w - - 0 21,d1d5 c8c1 d5d1 c1d1,431,backRankMate endgame mate mateIn2 short
1Q2kb1r/p2rpppp/4qn2/8/8/2N1P3/PP2K1PP/3R1B1R b k - 2 15,d7d8 b8d8,419,mate mateIn1 middlegame oneMove
3r4/pp2k1pp/2p1p3/2P5/2P3n1/1P6/PB2R1PP/6K1 w - - 1 24,h2h3 d8d1 e2e1 d1e1,440,endgame mate mateIn2 short
6k1/5p2/1p2pn2/3pN3/1P1P1Pp1/P3r1Pp/2q1RP1P/6K1 w - - 0 32,e2c2 e3e1,431,endgame mate mateIn1 oneMove
2r4k/6pp/1p2Nr2/p1bP4/P1P1q3/8/1R4PP/4R2K w - - 0 33,e1e4 f6f1,420,backRankMate endgame mate mateIn1 oneMove
6k1/3b2pp/p2Bp3/Pprp4/4p3/2r1P3/1R4PP/5RK1 b - - 1 30,c5c4 f1f8,442,endgame mate mateIn1 oneMove
8/k2r3p/p5p1/2p1P3/1p3P2/6P1/PP5P/K1R5 w - - 0 36,c1c5 d7d1 c5c1 d1c1,400,backRankMate endgame mate mateIn2 rookEndgame short
6k1/ppp2pBp/1r2nPp1/5r2/3P4/P1P4P/1P2R1P1/4R1K1 b - - 0 36,e6g7 e2e8 g7e8 e1e8,436,endgame kingsideAttack mate mateIn2 sacrifice short
4r1k1/5ppp/p4q2/1p2pP2/2pQ4/8/PPP3PP/4RRK1 b - - 0 24,e5d4 e1e8,402,backRankMate endgame hangingPiece mate mateIn1 oneMove queenRookEndgame
2R2nk1/3R3p/8/8/4P3/1r3P2/6PP/7K w - - 11 38,d7d8 b3b1 c8c1 b1c1 d8d1 c1d1,400,backRankMate endgame long mate mateIn3
4r1k1/R1p2ppp/2p5/2P5/1P1n4/6PP/5PK1/8 b - - 0 25,e8e7 a7a8 e7e8 a8e8,400,backRankMate endgame mate mateIn2 short
6k1/5ppp/4pb2/8/5PP1/1RPK4/r6P/8 b - - 2 33,a2h2 b3b8 f6d8 b8d8,437,backRankMate endgame mate mateIn2 short
